date,open,high,close,low,volume,p_change
2020-11-13,4.81,4.82,4.78,4.77,698186.94,-1.44
2020-11-16,4.79,4.82,4.81,4.76,513952.03,0.63
2020-11-17,4.81,4.83,4.83,4.78,506167.16,0.42
2020-11-18,4.82,4.84,4.83,4.8,547333.62,0.0
2020-11-19,4.82,4.83,4.82,4.8,528275.75,-0.21
2020-11-20,4.82,4.83,4.81,4.79,461099.62,-0.21
2020-11-23,4.82,4.9,4.88,4.8,1070760.5,1.46
2020-11-24,4.87,4.9,4.88,4.86,614638.75,0.0
2020-11-25,4.88,4.95,4.88,4.88,1039487.88,0.0
2020-11-26,4.89,4.91,4.9,4.86,560996.75,0.41
2020-11-27,4.9,4.92,4.92,4.87,745177.25,0.41
2020-11-30,4.93,5.03,4.9,4.9,1783207.62,-0.41
2020-12-01,4.89,4.97,4.95,4.89,985397.0,1.02
2020-12-02,4.96,4.96,4.92,4.91,1034369.75,-0.61
2020-12-03,4.9,4.91,4.87,4.85,1086065.25,-1.02
2020-12-04,4.87,4.87,4.83,4.81,796503.19,-0.82
2020-12-07,4.83,4.84,4.78,4.77,793060.12,-1.03
2020-12-08,4.77,4.8,4.79,4.77,589539.88,0.21
2020-12-09,4.78,4.8,4.75,4.74,657887.31,-0.83
2020-12-10,4.75,4.75,4.7,4.69,784966.06,-1.05
2020-12-11,4.71,4.72,4.67,4.65,871092.81,-0.64
2020-12-14,4.67,4.68,4.66,4.64,518005.44,-0.21
2020-12-15,4.66,4.67,4.64,4.63,569172.5,-0.43
2020-12-16,4.65,4.66,4.62,4.61,514480.78,-0.43
2020-12-17,4.62,4.66,4.65,4.58,714298.56,0.65
2020-12-18,4.65,4.69,4.69,4.63,1115024.5,0.86
2020-12-21,4.68,4.69,4.64,4.62,793283.88,-1.07
2020-12-22,4.62,4.64,4.54,4.53,1135137.62,-2.15
2020-12-23,4.53,4.55,4.51,4.49,933357.38,-0.66
2020-12-24,4.5,4.51,4.45,4.44,762681.31,-1.33
2020-12-25,4.45,4.49,4.49,4.43,448197.34,0.9
2020-12-28,4.48,4.52,4.5,4.46,634023.25,0.22
2020-12-29,4.51,4.57,4.49,4.47,1036700.06,-0.22
2020-12-30,4.49,4.5,4.45,4.45,817932.56,-0.89
2020-12-31,4.43,4.48,4.46,4.43,1129743.0,0.23
2021-01-04,4.28,4.38,4.33,4.28,3084051.75,-2.92
2021-01-05,4.28,4.53,4.29,4.23,5103491.0,-0.92
2021-01-06,4.34,4.45,4.39,4.32,3341236.0,2.33
2021-01-07,4.3,4.35,4.28,4.26,2540993.25,-2.51
2021-01-08,4.23,4.36,4.3,4.19,2294954.5,0.47
2021-01-11,4.34,4.46,4.39,4.31,2791238.25,2.09
2021-01-12,4.36,4.45,4.45,4.34,1991037.62,1.37
2021-01-13,4.43,4.68,4.63,4.43,4080112.5,4.04
2021-01-14,4.59,4.75,4.67,4.57,3169564.25,0.86
2021-01-15,4.65,4.71,4.63,4.57,2085697.5,-0.86
2021-01-18,4.62,4.66,4.59,4.58,1686157.5,-0.86
2021-01-19,4.59,4.65,4.54,4.52,1551450.38,-1.09
2021-01-20,4.54,4.56,4.46,4.42,2011751.62,-1.76
2021-01-21,4.48,4.49,4.43,4.41,1639230.38,-0.67
2021-01-22,4.41,4.42,4.34,4.32,1524913.88,-2.03
2021-01-25,4.33,4.33,4.28,4.27,1230286.75,-1.38
2021-01-26,4.25,4.37,4.35,4.24,1346919.62,1.64
2021-01-27,4.33,4.37,4.32,4.27,939228.94,-0.69
2021-01-28,4.29,4.3,4.24,4.21,1067763.25,-1.85
2021-01-29,4.24,4.26,4.19,4.18,894951.0,-1.18
2021-02-01,4.19,4.22,4.18,4.14,750078.81,-0.24
2021-02-02,4.18,4.24,4.19,4.16,674863.0,0.24
2021-02-03,4.19,4.2,4.13,4.12,810768.31,-1.43
2021-02-04,4.11,4.12,4.03,4.01,1055873.88,-2.42
2021-02-05,4.03,4.06,4.03,4.01,629443.25,0.0
2021-02-08,4.05,4.09,4.06,4.02,661022.94,0.74
2021-02-09,4.06,4.1,4.09,4.03,942616.25,0.74
2021-02-10,4.07,4.1,4.09,4.06,765954.0,0.0
2021-02-18,4.17,4.26,4.22,4.12,1575187.75,3.18
2021-02-19,4.21,4.39,4.39,4.19,1740878.62,4.03
2021-02-22,4.43,4.55,4.48,4.4,3372352.0,2.05
2021-02-23,4.42,4.48,4.38,4.37,1814946.88,-2.23
2021-02-24,4.4,4.45,4.36,4.32,1138377.25,-0.46
2021-02-25,4.38,4.44,4.41,4.36,1059341.5,1.15
2021-02-26,4.35,4.4,4.33,4.32,996227.62,-1.81
2021-03-01,4.34,4.5,4.48,4.31,1704651.75,3.46
2021-03-02,4.46,4.46,4.38,4.37,1104227.38,-2.23
2021-03-03,4.37,4.47,4.44,4.36,880977.75,1.37
2021-03-04,4.41,4.46,4.41,4.39,1006736.06,-0.68
2021-03-05,4.37,4.45,4.43,4.35,681873.56,0.45
2021-03-08,4.44,4.56,4.5,4.44,2365134.0,1.58
2021-03-09,4.49,4.52,4.4,4.32,1596351.0,-2.22
2021-03-10,4.49,4.49,4.38,4.36,887742.12,-0.46
2021-03-11,4.37,4.42,4.42,4.35,958597.94,0.91
2021-03-12,4.5,4.54,4.48,4.45,1713517.0,1.36
2021-03-15,4.47,4.57,4.54,4.42,1647795.75,1.34
2021-03-16,4.53,4.57,4.57,4.49,1341395.38,0.66
2021-03-17,4.58,4.6,4.5,4.5,1183943.12,-1.53
2021-03-18,4.5,4.52,4.49,4.46,901243.25,-0.22
2021-03-19,4.45,4.45,4.37,4.36,1204930.0,-2.67
2021-03-22,4.37,4.41,4.39,4.35,812845.0,0.46
2021-03-23,4.4,4.4,4.3,4.29,1150143.75,-2.05
2021-03-24,4.3,4.31,4.23,4.22,1016836.31,-1.63
2021-03-25,4.22,4.26,4.23,4.21,636461.38,0.0
2021-03-26,4.23,4.26,4.25,4.23,622561.38,0.47
2021-03-29,4.25,4.26,4.24,4.22,538171.19,-0.23
2021-03-30,4.23,4.24,4.23,4.2,596413.0,-0.24
2021-03-31,4.22,4.29,4.27,4.21,597243.5,0.95
2021-04-01,4.28,4.29,4.28,4.25,508988.06,0.23
2021-04-02,4.29,4.3,4.28,4.26,515827.56,0.0
2021-04-06,4.28,4.29,4.26,4.25,639883.69,-0.47
2021-04-07,4.25,4.26,4.26,4.22,558120.44,0.0
2021-04-08,4.24,4.25,4.23,4.22,497579.34,-0.7
2021-04-09,4.22,4.23,4.19,4.16,800577.94,-0.95
2021-04-12,4.18,4.18,4.17,4.16,476926.91,-0.48
2021-04-13,4.17,4.18,4.14,4.13,449573.5,-0.72
2021-04-14,4.14,4.17,4.15,4.13,445285.91,0.24
2021-04-15,4.14,4.15,4.14,4.11,425519.47,-0.24
2021-04-16,4.14,4.2,4.2,4.13,570367.12,1.45
2021-04-19,4.2,4.24,4.23,4.18,648811.81,0.71
2021-04-20,4.23,4.24,4.21,4.2,423949.91,-0.47
2021-04-21,4.18,4.19,4.17,4.16,534539.44,-0.95
2021-04-22,4.26,4.27,4.23,4.2,812730.0,1.44
2021-04-23,4.22,4.23,4.19,4.18,535953.06,-0.95
2021-04-26,4.19,4.23,4.2,4.17,857860.56,0.24
2021-04-27,4.19,4.23,4.22,4.17,784508.31,0.48
2021-04-28,4.21,4.27,4.26,4.2,837287.81,0.95
2021-04-29,4.28,4.29,4.26,4.25,756771.88,0.0
2021-04-30,4.25,4.27,4.25,4.21,649139.25,-0.23
2021-05-06,4.25,4.31,4.28,4.24,759076.12,0.71
2021-05-07,4.28,4.32,4.31,4.27,806638.62,0.7
2021-05-10,4.3,4.35,4.35,4.28,715563.62,0.93
2021-05-11,4.33,4.34,4.32,4.29,573250.5,-0.69
2021-05-12,4.3,4.34,4.31,4.29,454739.91,-0.23
2021-05-13,4.3,4.31,4.29,4.28,410368.78,-0.46
2021-05-14,4.29,4.34,4.34,4.25,781079.44,1.17
2021-05-17,4.32,4.35,4.33,4.31,621184.5,-0.23
2021-05-18,4.34,4.45,4.4,4.33,1334839.25,1.62
2021-05-19,4.39,4.42,4.4,4.35,709153.25,0.0
2021-05-20,4.37,4.39,4.38,4.35,600289.06,-0.46
2021-05-21,4.37,4.4,4.37,4.36,414423.06,-0.23
2021-05-24,4.37,4.38,4.36,4.33,533729.0,-0.23
2021-05-25,4.36,4.41,4.4,4.33,936553.0,0.92
2021-05-26,4.4,4.42,4.38,4.38,571673.31,-0.46
2021-05-27,4.37,4.41,4.39,4.36,523390.72,0.23
2021-05-28,4.38,4.38,4.34,4.34,622983.0,-1.14
2021-05-31,4.35,4.36,4.35,4.32,614635.62,0.23
2021-06-01,4.35,4.36,4.34,4.32,550429.44,-0.23
2021-06-02,4.34,4.35,4.33,4.32,445967.59,-0.23
2021-06-03,4.32,4.39,4.34,4.31,598879.19,0.23
2021-06-04,4.32,4.36,4.31,4.3,726713.06,-0.69
2021-06-07,4.3,4.31,4.27,4.26,578895.62,-0.93
2021-06-08,4.27,4.29,4.28,4.23,648584.19,0.23
2021-06-09,4.27,4.36,4.34,4.25,906775.31,1.4
2021-06-10,4.33,4.4,4.39,4.32,1020952.81,1.15
2021-06-11,4.42,4.55,4.55,4.39,2834653.75,3.65
2021-06-15,4.52,4.56,4.48,4.48,1519355.12,-1.54
2021-06-16,4.5,4.53,4.51,4.46,987929.25,0.67
2021-06-17,4.52,4.53,4.52,4.48,982126.44,0.22
2021-06-18,4.52,4.57,4.53,4.47,1625029.25,0.22
2021-06-21,4.52,4.52,4.44,4.44,863365.12,-1.99
2021-06-22,4.45,4.47,4.42,4.4,570337.44,-0.45
2021-06-23,4.42,4.47,4.42,4.38,588298.81,0.0
2021-06-24,4.42,4.44,4.42,4.41,361473.69,0.0
2021-06-25,4.41,4.47,4.46,4.4,557442.62,0.91
2021-06-28,4.46,4.54,4.5,4.44,730158.19,0.9
2021-06-29,4.49,4.5,4.43,4.43,463014.19,-1.56
2021-06-30,4.4,4.4,4.32,4.32,486045.06,-0.92
2021-07-01,4.32,4.37,4.32,4.31,521558.0,0.0
2021-07-02,4.31,4.33,4.28,4.27,498644.41,-0.93
2021-07-05,4.28,4.3,4.27,4.25,379396.28,-0.23
2021-07-06,4.27,4.31,4.29,4.25,452257.75,0.47
2021-07-07,4.28,4.31,4.27,4.25,514191.31,-0.47
2021-07-08,4.27,4.27,4.19,4.18,837629.56,-1.87
2021-07-09,4.19,4.21,4.19,4.16,618600.25,0.0
2021-07-12,4.22,4.23,4.18,4.17,653978.38,-0.24
2021-07-13,4.18,4.21,4.2,4.18,541522.69,0.48
2021-07-14,4.2,4.23,4.18,4.17,711744.31,-0.48
2021-07-15,4.18,4.21,4.19,4.16,499194.19,0.24
2021-07-16,4.19,4.22,4.19,4.18,504843.62,0.0
2021-07-19,4.2,4.32,4.32,4.17,1314873.88,3.1
2021-07-20,4.28,4.29,4.25,4.23,629946.75,-1.62
2021-07-21,4.25,4.27,4.23,4.22,496880.12,-0.47
2021-07-22,4.23,4.27,4.26,4.22,646284.94,0.71
2021-07-23,4.26,4.29,4.24,4.23,660751.88,-0.47
2021-07-26,4.22,4.22,4.14,4.12,1053544.0,-2.36
2021-07-27,4.15,4.18,4.13,4.12,695008.0,-0.24
2021-07-28,4.14,4.18,4.17,4.06,952101.25,0.97
2021-07-29,4.17,4.18,4.12,4.11,728368.56,-1.2
2021-07-30,4.11,4.14,4.12,4.07,516175.97,0.0
2021-08-02,4.12,4.2,4.17,4.08,905653.75,1.21
2021-08-03,4.16,4.24,4.23,4.15,878636.06,1.44
2021-08-04,4.23,4.23,4.2,4.19,457593.78,-0.71
2021-08-05,4.2,4.23,4.19,4.17,640775.44,-0.24
2021-08-06,4.19,4.2,4.16,4.14,578998.88,-0.72
2021-08-09,4.17,4.23,4.22,4.16,693887.5,1.44
2021-08-10,4.21,4.21,4.19,4.16,833349.81,-0.71
2021-08-11,4.19,4.25,4.24,4.17,1039555.81,1.19
2021-08-12,4.23,4.26,4.25,4.22,778584.94,0.24
2021-08-13,4.25,4.25,4.23,4.21,628025.38,-0.47
2021-08-16,4.23,4.25,4.22,4.21,533551.62,-0.24
2021-08-17,4.2,4.22,4.16,4.15,1046043.38,-1.42
2021-08-18,4.16,4.2,4.19,4.14,792712.19,0.72
2021-08-19,4.23,4.33,4.33,4.22,2591008.75,3.34
2021-08-20,4.29,4.29,4.18,4.14,2790976.0,-3.46
2021-08-23,4.15,4.17,4.14,4.13,1614173.25,-0.96
